loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_DUCHOD_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,k_symbol_UVER_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
4996,132,1996-11-06,88440,12,7370.0,A,40,POPLATEK PO OBRATU,1996-05-11,7370.2,0.0,0.0,0.0,0.0,7370.2,1996-05-11,1998-12-31,2535955,12807.853535353535,13918.897120808726,200,144112,52603.11616161616,27690.990367347105,1285258,184857,1065840,6487,88440,0,1278771,1154757,7500,0,2438128,0,0,0,2900,6487,88440,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,OWNER,F,1945-07-03,classic,1997-12-06
5002,173,1994-05-31,104808,12,8734.0,A,66,POPLATEK MESICNE,1993-11-26,17342.0,0.0,1617.0,735.0,6256.0,8734.0,1993-11-26,1998-12-31,2581475,4513.068181818182,6008.396274126466,500,87882,37433.91433566433,14646.413359082775,1322731,0,1258744,8611,595464,0,1314120,663280,0,0,2068729,41895,0,356592,840,8611,104808,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,M,1939-11-30,No Card,
5005,176,1997-04-10,27456,12,2288.0,A,71,POPLATEK TYDNE,1996-08-12,6985.3,0.0,36.0,97.0,4564.0,2288.3,1996-08-12,1998-12-31,2890719,10550.069343065694,14992.316856202902,800,126553,49256.13868613139,24818.116214174188,1481274,96387,1313058,5758,149578,0,1475516,1259867,0,0,2735539,2522,0,118664,780,5758,27456,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,M,1967-09-24,No Card,
5015,226,1998-07-12,109344,12,9112.0,C,70,POPLATEK MESICNE,1997-02-23,18040.0,0.0,0.0,0.0,8928.0,9112.0,1997-02-23,1998-12-31,933130,7233.565891472868,7560.815173731435,1000,80433,49699.01550387597,11438.904953316453,488799,0,444331,4085,215376,0,484714,214455,14500,0,713414,0,0,160704,255,4085,54672,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1944-10-25,classic,1997-12-05
5027,276,1998-12-02,160920,36,4470.0,C,38,POPLATEK MESICNE,1997-12-08,9682.5,0.0,0.0,0.0,5212.0,4470.5,1997-12-08,1998-12-31,725934,11168.215384615385,12204.671199089496,700,74906,50293.47692307692,16617.66735483249,392654,16593,316687,3022,46167,388932,700,283513,3600,0,676625,0,0,41696,120,3022,4471,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,M,1971-10-19,classic,1998-10-13
5032,290,1994-11-03,123696,48,2577.0,A,56,POPLATEK MESICNE,1993-12-02,8504.0,0.0,3274.0,0.0,2653.0,2577.0,1993-12-02,1998-12-31,4172379,8497.716904276986,11593.735143729933,300,144053,53456.674134419554,25051.45415722517,2104787,418159,1649433,12334,455608,0,2092453,1611984,0,0,3886956,0,0,148568,825,12334,123696,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,OWNER,M,1940-08-27,No Card,
5034,303,1998-05-30,112752,36,3132.0,C,71,POPLATEK MESICNE,1996-07-25,6935.0,0.0,0.0,0.0,3803.0,3132.0,1996-07-25,1998-12-31,976968,5550.954545454545,6466.606909627054,900,72230,47716.65909090909,11839.675076030337,509709,0,467259,5349,116999,0,504360,344360,5900,0,854260,0,0,95075,360,5349,21924,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,F,1956-01-05,classic,1998-10-18
5036,309,1998-11-25,91248,48,1901.0,C,14,POPLATEK MESICNE,1997-04-25,1901.0,0.0,0.0,0.0,0.0,1901.0,1997-04-25,1998-12-31,832420,7707.592592592592,9108.35781236527,900,59726,29792.63888888889,11007.873366184323,428314,0,404106,2294,1901,0,426020,402205,0,0,828000,0,0,0,225,2294,1901,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,F,1973-01-08,No Card,
5039,314,1997-05-03,66840,24,2785.0,C,15,POPLATEK PO OBRATU,1996-01-26,16476.0,0.0,0.0,0.0,13691.0,2785.0,1996-01-26,1998-12-31,2804883,12577.95067264574,14677.435013299422,700,109016,39265.5067264574,17914.326139318087,1415124,104538,1285221,4735,480121,1402089,8300,909638,0,0,2317027,0,0,424421,3000,4735,55700,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,OWNER,F,1939-05-17,No Card,
5041,319,1997-07-11,369000,60,6150.0,C,47,POPLATEK TYDNE,1995-10-17,9818.5,0.0,2196.0,416.0,1057.0,6149.5,1995-10-17,1998-12-31,3366562,8953.622340425532,13031.15412339442,700,176869,63669.20212765958,26636.580338406213,1722664,251434,1392464,9032,242784,0,1713632,1401114,0,0,3192722,14976,0,38052,1080,9032,110700,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,OWNER,F,1974-06-30,No Card,
5042,330,1998-07-12,331584,48,6908.0,C,42,POPLATEK MESICNE,1996-11-24,6908.0,0.0,0.0,0.0,0.0,6908.0,1996-11-24,1998-12-31,1213696,9336.123076923077,9937.414165406015,400,73943,42020.43846153846,12876.239539641616,620208,0,593488,3998,41448,0,616210,552040,0,0,1167950,0,0,0,300,3998,41448,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,OWNER,F,1973-05-26,No Card,
5043,339,1997-12-25,468060,60,7801.0,C,46,POPLATEK TYDNE,1996-09-11,11936.2,0.0,48.0,0.0,4087.0,7801.2,1996-09-11,1998-12-31,2782005,12879.652777777777,17613.9515341197,400,141114,65889.81018518518,23976.955886387168,1439997,159201,1182807,8386,188717,1427611,4000,1147291,6000,0,2585316,0,0,94001,690,8386,93612,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,F,1947-10-19,classic,1998-02-02
5044,344,1994-12-21,100980,60,1683.0,C,54,POPLATEK MESICNE,1993-12-01,6422.0,0.0,0.0,0.0,4739.0,1683.0,1993-12-01,1998-12-31,1841480,4615.238095238095,5535.907620877251,600,64600,41086.66917293233,8906.790355284678,949033,0,892447,9691,350907,0,939342,541540,0,0,1480042,0,0,270123,840,9691,80784,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1965-07-31,No Card,
5045,347,1995-05-01,187224,24,7801.0,B,65,POPLATEK MESICNE,1993-12-13,7801.2,0.0,0.0,0.0,0.0,7801.2,1993-12-13,1998-12-31,3945724,10410.881266490765,12000.286301220558,-2763,142312,43980.704485488124,27270.22884427848,2000735,522483,1422506,10469,171622,0,1990266,1773367,0,0,3762749,0,59,0,825,10469,171622,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,M,1947-10-08,No Card,
5046,349,1998-09-09,42816,12,3568.0,C,72,POPLATEK MESICNE,1997-06-08,8228.0,0.0,0.0,0.0,4660.0,3568.0,1997-06-08,1998-12-31,341603,3192.551401869159,2961.524359634794,1100,31617,17055.168224299065,4893.929272695981,179141,0,162462,1432,79512,0,177709,82950,0,0,260449,0,0,65240,210,1432,14272,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1937-06-01,No Card,
5051,378,1997-10-11,230400,60,3840.0,C,68,POPLATEK MESICNE,1996-07-22,13567.2,0.0,1188.0,2.0,8537.0,3840.2,1996-07-22,1998-12-31,3926908,11415.43023255814,15229.14564548282,15100,145352,68190.47674418605,26124.00783657672,1982932,134900,1809076,7988,329956,0,1974944,1614020,0,0,3621808,56,0,239036,420,7988,57600,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,M,1961-07-24,No Card,
5060,426,1994-07-19,252060,60,4201.0,D,1,POPLATEK MESICNE,1993-11-29,12584.2,0.0,886.0,0.0,7497.0,4201.2,1993-11-29,1998-12-31,3107455,6998.772522522522,9647.570371226942,-821,110028,34002.15990990991,21202.607114472245,1568235,109569,1429651,7358,685471,0,1560877,853749,0,0,2465134,0,10,419832,870,7358,214251,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1965-08-03,No Card,
5061,440,1998-03-13,84288,48,1756.0,C,29,POPLATEK MESICNE,1996-12-22,7581.0,0.0,0.0,0.0,5825.0,1756.0,1996-12-22,1998-12-31,817699,5562.578231292517,6607.026353197905,500,73640,34672.1768707483,13837.815671963623,438835,0,378864,3395,126479,0,435440,252385,0,0,687540,0,0,110675,285,3395,15804,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,OWNER,F,1957-09-27,No Card,
5063,442,1997-07-10,357840,48,7455.0,D,54,POPLATEK MESICNE,1997-03-30,15129.0,0.0,2068.0,0.0,5606.0,7455.0,1997-03-30,1998-12-31,804592,10057.4,13170.801788882307,-543,94705,31241.4875,18741.766573040084,429483,0,375109,2040,105903,0,427443,269206,0,0,711019,0,1,39242,105,2040,52185,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1941-05-19,No Card,
5072,472,1997-04-28,196800,24,8200.0,D,8,POPLATEK MESICNE,1996-10-11,8200.2,0.0,0.0,0.0,0.0,8200.2,1996-10-11,1998-12-31,2791008,17553.509433962263,20763.06971946931,-2756,130885,58574.15094339623,28503.26817863432,1410877,69205,1310926,6246,155800,1402231,2400,1224331,0,0,2628636,0,11,0,315,6246,155800,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,OWNER,F,1960-07-19,No Card,
5082,501,1996-10-24,262980,60,4383.0,C,13,POPLATEK MESICNE,1995-10-21,4382.7,0.0,0.0,0.0,0.0,4382.7,1995-10-21,1998-12-31,2600969,11162.957081545064,14055.243286509762,900,151036,63325.55364806867,28017.347199884523,1341361,115910,1143698,9023,113958,0,1332338,1145650,0,0,2477448,0,0,0,540,9023,113958,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,OWNER,F,1966-03-09,No Card,
5086,525,1997-07-16,210384,48,4383.0,C,70,POPLATEK MESICNE,1996-03-20,10836.7,0.0,0.0,0.0,6454.0,4382.7,1996-03-20,1998-12-31,1810540,9630.531914893618,12750.615206465962,300,158444,47845.27127659575,26069.782278511844,954626,95916,759998,5825,222953,0,948801,632961,0,0,1581417,0,0,148442,345,5825,74511,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1956-03-22,No Card,
5088,544,1996-08-22,91152,24,3798.0,A,32,POPLATEK MESICNE,1995-05-15,3798.2,0.0,0.0,0.0,0.0,3798.2,1995-05-15,1998-12-31,2191786,8629.07874015748,9809.062441332773,400,111236,53438.34251968504,15589.81957915726,1151507,312457,727822,9420,91152,1071087,71000,940827,8300,0,2090644,0,0,0,570,9420,91152,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,OWNER,M,1942-12-10,classic,1996-08-08
5103,666,1997-11-28,12540,12,1045.0,A,27,POPLATEK MESICNE,1996-03-15,8218.0,0.0,2282.0,955.0,3936.0,1045.0,1996-03-15,1998-12-31,1072934,3887.442028985507,5293.918419563224,200,85808,47634.97463768116,12240.422293788051,577030,0,495904,6742,213384,0,570288,243720,38800,0,916284,26740,0,110208,420,6742,12540,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,F,1940-02-12,classic,1997-08-22
5110,675,1997-04-01,102240,60,1704.0,C,58,POPLATEK MESICNE,1995-08-03,8062.0,0.0,0.0,0.0,6358.0,1704.0,1995-08-03,1998-12-31,987969,3756.536121673004,3917.6114058833136,900,69589,38258.0608365019,12515.670754964209,527457,0,460512,6716,264672,0,520741,186440,9400,0,716041,0,0,228888,540,6716,35784,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,OWNER,F,1945-09-24,classic,1998-07-01
5117,718,1997-08-20,76944,12,6412.0,A,1,POPLATEK MESICNE,1996-03-03,20301.0,0.0,7122.0,6041.0,726.0,6412.0,1996-03-03,1998-12-31,2782388,9901.73665480427,12698.606333052076,500,134873,48722.73309608541,26331.16926171761,1413016,187957,1181415,5761,444825,0,1407255,915047,9500,0,2516584,163107,0,19602,390,5761,76944,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1956-09-13,classic,1998-09-16
5124,785,1998-02-12,156096,36,4336.0,C,21,POPLATEK TYDNE,1997-08-09,11730.8,0.0,0.0,0.0,7395.0,4335.8,1997-08-09,1998-12-31,944040,8741.111111111111,10443.334287202912,700,93801,43870.555555555555,15565.017244427145,494843,75601,373596,3367,136436,481276,10200,312761,0,0,803877,0,0,88740,360,3367,47696,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,OWNER,M,1952-08-03,No Card,
5125,789,1995-11-23,73056,48,1522.0,C,39,POPLATEK MESICNE,1995-02-06,5316.0,0.0,1641.0,0.0,2153.0,1522.0,1995-02-06,1998-12-31,594484,2022.0544217687075,2146.3133477638476,500,33555,17913.54081632653,4794.670796249044,307612,0,286872,3620,215662,0,303992,71210,0,0,443494,0,0,90426,630,3620,56314,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,M,1970-12-18,No Card,
5126,790,1994-07-24,208128,48,4336.0,B,54,POPLATEK MESICNE,1993-05-11,4335.8,0.0,0.0,0.0,0.0,4335.8,1993-05-11,1998-12-31,3769526,9284.546798029556,11984.315107632938,-1070,147308,45511.28078817734,28138.948445872713,1899272,234963,1635291,11398,177776,0,1887874,1658478,34000,0,3579437,0,0,0,915,11398,177776,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1951-08-06,classic,1995-05-01
5128,808,1996-04-11,215616,48,4492.0,D,69,POPLATEK MESICNE,1995-06-13,4492.0,0.0,0.0,0.0,0.0,4492.0,1995-06-13,1998-12-31,1387906,4852.818181818182,6140.605211770757,-4385,50125,18051.91958041958,10288.379600161477,709001,0,678905,5791,139260,0,703210,539645,0,0,889790,0,110,352400,555,5791,139260,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,OWNER,M,1957-02-17,No Card,
5130,813,1994-05-11,24312,12,2026.0,A,16,POPLATEK MESICNE,1993-02-10,2025.7,0.0,0.0,0.0,0.0,2025.7,1993-02-10,1998-12-31,1922382,4904.035714285715,5660.456471588831,1100,61338,36158.44387755102,8330.031709620758,978828,221752,721802,10570,24312,935858,32400,919242,0,0,1886510,0,0,0,990,10570,24312,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,F,1955-11-19,No Card,
5131,816,1995-01-08,48624,24,2026.0,A,52,POPLATEK MESICNE,1993-08-05,6539.7,0.0,0.0,0.0,4514.0,2025.7,1993-08-05,1998-12-31,5550776,11259.180527383367,13699.220850858484,200,153641,70446.04665314402,27475.17771604591,2825852,94589,2630335,17484,314950,0,2808368,2409974,0,0,5217457,0,0,266326,885,17484,48624,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1961-09-30,No Card,
5132,817,1995-02-17,538500,60,8975.0,C,5,POPLATEK MESICNE,1994-03-18,13580.0,0.0,0.0,0.0,4605.0,8975.0,1994-03-18,1998-12-31,2622729,7265.177285318559,8110.729079547406,200,69776,31340.382271468145,11541.515154390174,1332934,0,1289795,6678,656915,0,1326256,632880,0,0,1958356,0,0,244065,780,6678,412850,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,OWNER,M,1960-06-28,No Card,
5134,825,1997-02-02,53076,12,4423.0,A,19,POPLATEK MESICNE,1996-03-06,13658.0,0.0,0.0,0.0,9235.0,4423.0,1996-03-06,1998-12-31,1206351,5533.720183486239,6171.137653234354,500,65122,33872.564220183485,10640.100570277818,624045,0,582306,5159,320891,0,618886,255915,5500,0,879866,0,0,267815,435,5159,53076,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,OWNER,M,1948-05-21,classic,1998-11-29
5136,846,1996-07-28,187104,24,7796.0,A,72,POPLATEK MESICNE,1996-03-09,7795.5,0.0,0.0,0.0,0.0,7795.5,1996-03-09,1998-12-31,2848825,12440.283842794759,14224.5953367272,300,148870,66175.57205240175,29068.827324284008,1481405,177451,1189969,8045,187104,0,1473360,1177016,3300,0,2653211,0,0,0,465,8045,187104,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,F,1977-05-10,classic,1998-04-16
5138,854,1995-05-30,87216,48,1817.0,C,62,POPLATEK MESICNE,1993-09-21,6147.0,0.0,1105.0,2843.0,382.0,1817.0,1993-09-21,1998-12-31,1414497,2768.095890410959,3691.778934149517,700,52046,26392.900195694718,7519.511504251366,729531,0,684966,6583,332496,0,722948,352470,0,0,1138638,167737,0,22538,870,6583,78131,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,F,1954-03-16,No Card,
5140,873,1998-02-24,178500,60,2975.0,C,73,POPLATEK MESICNE,1997-04-26,7604.0,0.0,1540.0,2211.0,878.0,2975.0,1997-04-26,1998-12-31,355603,2370.6866666666665,2550.935007253306,1000,39316,16895.573333333334,7100.424247034452,184475,0,171128,1507,100063,0,182968,71065,0,0,276908,33165,0,14048,225,1507,29750,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,OWNER,F,1971-08-26,No Card,
5145,915,1995-09-16,309552,48,6449.0,C,72,POPLATEK MESICNE,1995-01-18,20740.0,0.0,0.0,0.0,14291.0,6449.0,1995-01-18,1998-12-31,3941759,11944.724242424243,14147.687907584528,700,121713,51495.42424242424,20091.297059819586,2011536,213669,1716554,9142,866024,1973394,29000,1064199,0,0,3065963,0,0,614513,630,9142,251511,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,OWNER,M,1935-01-29,No Card,
5147,938,1998-05-21,22260,60,371.0,C,70,POPLATEK MESICNE,1997-12-13,3653.0,0.0,0.0,0.0,3282.0,371.0,1997-12-13,1998-12-31,141875,2251.9841269841268,2524.0495272226763,700,37570,30607.126984126986,6275.167555897029,85799,0,56076,1499,25571,0,84300,30505,0,0,114700,0,0,22974,105,1499,2597,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1940-11-26,No Card,
5148,940,1996-05-29,284280,60,4738.0,C,37,POPLATEK MESICNE,1994-11-15,4738.0,0.0,0.0,0.0,0.0,4738.0,1994-11-15,1998-12-31,4031951,13575.592592592593,16496.93925806039,300,136560,72794.35353535354,21428.086497527886,2070538,264175,1697238,14454,146878,2024284,31800,1804335,10200,0,3869959,0,0,0,660,14454,146878,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,OWNER,F,1958-09-15,gold,1998-05-12
5151,960,1995-05-24,189060,60,3151.0,C,4,POPLATEK PO OBRATU,1994-11-02,9091.0,0.0,0.0,0.0,5940.0,3151.0,1994-11-02,1998-12-31,4387312,11889.734417344174,15107.720696786148,200,137223,55426.55284552846,22672.06971450078,2232901,480078,1674333,11606,408733,2180595,40700,1723878,21800,0,3962473,0,0,273240,4500,11606,135493,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,F,1958-12-30,classic,1997-02-19
5154,993,1998-07-01,108720,60,1812.0,C,6,POPLATEK MESICNE,1996-11-14,1812.3,0.0,0.0,0.0,0.0,1812.3,1996-11-14,1998-12-31,1188251,11316.67619047619,14642.133773210815,1000,123602,54170.60952380952,25324.563746525448,646330,70099,471822,6170,10872,0,640160,529249,1800,0,1171059,0,0,0,150,6170,10872,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,OWNER,F,1966-10-02,classic,1998-12-22
5158,1004,1998-04-11,188532,36,5237.0,C,70,POPLATEK MESICNE,1996-07-02,5237.0,0.0,0.0,0.0,0.0,5237.0,1996-07-02,1998-12-31,3070262,14620.295238095237,16007.636631758818,200,143846,64389.01904761905,28284.34267090176,1573401,160768,1336093,6649,47133,0,1566752,1449728,0,0,3016120,0,0,0,360,6649,47133,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1975-09-01,No Card,
5160,1011,1995-12-18,204000,60,3400.0,C,45,POPLATEK MESICNE,1994-12-17,10485.5,0.0,0.0,0.0,7085.0,3400.5,1994-12-17,1998-12-31,2172135,6724.876160990712,7629.461072166046,400,99044,57193.650154798765,19161.387613903953,1114346,122668,935121,10994,434176,1060952,42400,623613,0,0,1726320,0,0,311740,645,10994,122436,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,M,1944-05-06,No Card,
5161,1012,1994-10-28,98184,24,4091.0,A,65,POPLATEK MESICNE,1994-07-09,4090.8,0.0,0.0,0.0,0.0,4090.8,1994-07-09,1998-12-31,3092212,7505.368932038835,9405.388972674387,500,78911,39696.395631067964,15567.136371973822,1567773,569290,955149,16386,85911,1435887,115500,1438528,0,0,2989177,0,3,0,735,16386,85911,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,F,1945-06-12,No Card,
5169,1068,1998-09-24,253200,60,4220.0,C,52,POPLATEK MESICNE,1997-02-15,12861.5,0.0,3273.0,632.0,4737.0,4219.5,1997-02-15,1998-12-31,867309,5489.297468354431,8309.547834670753,1000,96491,34852.120253164554,17719.50047187302,448709,26529,392071,3298,168216,0,445411,250384,0,0,754454,11376,0,85266,255,3298,12660,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1936-11-27,No Card,
